,room_type,accommodates,bedrooms,beds,host_response_rate,latitude,longitude,number_of_reviews,review_scores_rating,bath_size,bath_type,price_log
1804,Entire home/apt,2,1.0,1.0,100,13.71361,100.59285,2,4.5,1.0,bath,6.684611727667927
1805,Entire home/apt,2,1.0,1.0,50,13.71308,100.59349,1,4.0,1.0,bath,6.907755278982137
1807,Hotel room,2,1.0,2.0,100,13.73716,100.52177,16,4.31,3.0,shared bath,6.86171134048073
1808,Hotel room,2,1.0,2.0,100,13.73721,100.52111,8,4.63,3.0,shared bath,6.75110146893676
1809,Hotel room,3,1.0,3.0,100,13.73821,100.52063,7,5.0,3.0,shared bath,7.050122520269059
1810,Entire home/apt,2,1.0,2.0,100,13.82095,100.57613,2,5.0,1.5,bath,6.558197802812269
1811,Private room,2,1.0,1.0,0,13.60304,100.50524,0,0.0,1.0,private bath,8.101677747454572
1812,Entire home/apt,3,1.0,1.0,100,13.78294,100.57354,257,4.75,1.0,bath,6.866933284461882
1813,Entire home/apt,6,2.0,5.0,95,13.74321,100.55691,147,4.71,2.0,bath,7.805882040228621
1814,Entire home/apt,2,1.0,1.0,100,13.73841,100.58389,51,4.84,1.0,bath,7.341483852363161
1815,Entire home/apt,5,3.0,3.0,100,13.72123,100.53945,13,5.0,3.5,bath,7.8632667240095735
1816,Private room,2,1.0,1.0,100,13.76879,100.50295,0,0.0,1.0,private bath,8.491054533806542
1817,Entire home/apt,2,1.0,1.0,100,13.73577,100.58431,54,4.94,1.0,bath,7.90100705199242
1818,Entire home/apt,2,1.0,1.0,0,13.73439,100.55724,36,4.71,1.0,bath,6.907755278982137
1819,Private room,2,1.0,1.0,67,13.73707,100.51966,20,4.5,8.0,bath,6.709304340258298
1820,Private room,2,1.0,1.0,100,13.72122,100.51375,1,5.0,1.0,bath,6.897704943128636
1821,Private room,2,1.0,1.0,100,13.70985,100.60041,9,4.67,1.0,private bath,7.932362154339751
1822,Private room,2,1.0,1.0,0,13.69131,100.61143,0,0.0,1.0,bath,7.313220387090301
1823,Entire home/apt,3,1.0,1.0,0,13.86918,100.59352,0,0.0,1.0,bath,7.793174347189205
1824,Private room,2,1.0,1.0,100,13.76879,100.50295,0,0.0,1.0,private bath,8.338066525518801
1825,Private room,2,1.0,1.0,100,13.76879,100.50295,0,0.0,1.0,private bath,8.222553638396958
1826,Private room,2,1.0,2.0,67,13.73581,100.51925,5,5.0,8.0,bath,6.7912214627261855
1827,Private room,2,1.0,1.0,100,13.76879,100.50295,1,3.0,1.0,bath,8.392989587956931
1828,Shared room,6,1.0,6.0,0,13.74375,100.55703,1,4.0,1.0,shared bath,5.860786223465865
1829,Private room,2,1.0,1.0,0,13.76396,100.49536,0,0.0,1.0,bath,6.907755278982137
1830,Entire home/apt,2,1.0,1.0,0,13.6972,100.60525,65,4.88,1.0,bath,6.672032945461067
1831,Private room,1,1.0,1.0,93,13.7079,100.60222,11,4.45,1.0,private bath,7.243512974665482
1832,Private room,2,1.0,2.0,100,13.77729,100.6849,0,0.0,2.0,bath,6.802394763324311
1833,Private room,5,1.0,5.0,100,13.77695,100.68496,0,0.0,2.0,bath,7.824046010856292
1834,Entire home/apt,3,2.0,2.0,100,13.76048,100.56886,0,0.0,1.0,bath,7.4127640174265625
1835,Entire home/apt,3,1.0,2.0,100,13.71073,100.64553,4,3.75,1.0,bath,6.684611727667927
1836,Shared room,8,1.0,8.0,0,13.74433,100.55701,0,0.0,1.0,shared bath,5.860786223465865
1837,Private room,4,1.0,4.0,67,13.73761,100.51914,0,0.0,8.0,bath,7.1308988302963465
1838,Entire home/apt,2,1.0,1.0,100,13.74308,100.55729,75,4.7,1.0,bath,6.684611727667927
1839,Shared room,6,1.0,6.0,67,13.73708,100.51975,2,5.0,8.0,shared bath,5.802118375377063
1840,Entire home/apt,3,1.0,1.0,100,13.70986,100.59344,8,5.0,1.0,bath,6.745236349484363
1841,Private room,2,1.0,1.0,0,13.72159,100.49631,0,0.0,1.0,bath,6.309918278226516
1842,Entire home/apt,2,1.0,1.0,100,13.74231,100.55905,90,4.72,1.0,bath,6.684611727667927
1843,Hotel room,2,5.0,1.0,100,13.71449,100.59151,5,4.2,1.0,bath,7.081708586105575
1844,Shared room,10,1.0,10.0,0,13.74244,100.55499,0,0.0,1.0,shared bath,5.860786223465865
1845,Private room,2,1.0,1.0,100,13.69766,100.64607,0,0.0,1.0,bath,6.856461984594587
1846,Shared room,8,1.0,8.0,67,13.73557,100.51755,1,4.0,8.0,shared bath,5.82600010738045
1847,Entire home/apt,3,1.0,1.0,0,13.65808,100.6121,6,4.0,1.0,bath,6.7912214627261855
1848,Private room,2,1.0,1.0,0,13.78696,100.57153,0,0.0,1.0,bath,6.363028103540465
1849,Entire home/apt,1,8.0,8.0,0,13.75566,100.52906,1,1.0,8.0,bath,6.54965074223381
1850,Entire home/apt,2,1.0,1.0,100,13.79522,100.65413,0,0.0,1.0,bath,6.984716320118266
1851,Hotel room,6,1.0,6.0,33,13.74529,100.52208,0,0.0,4.5,shared bath,7.824046010856292
1852,Entire home/apt,3,1.0,3.0,100,13.7654,100.54498,48,4.91,1.0,bath,7.04141166379481
1853,Entire home/apt,2,1.0,1.0,0,13.71406,100.59034,0,0.0,1.0,bath,6.476972362889683
1854,Private room,2,1.0,1.0,0,13.71916,100.50006,1,0.0,1.0,bath,7.9724660159745655
1855,Private room,2,1.0,2.0,80,13.73034,100.5816,0,0.0,1.0,bath,6.395261598115449
1856,Private room,1,1.0,1.0,80,13.7304,100.58154,7,4.29,1.0,bath,6.327936783729195
1857,Entire home/apt,6,3.0,3.0,90,13.73986,100.56787,27,4.89,4.0,bath,8.699514748210191
1858,Entire home/apt,2,1.0,1.0,100,13.71214,100.60158,8,5.0,1.0,bath,6.907755278982137
1859,Entire home/apt,2,1.0,1.0,100,13.76135,100.4723,111,4.8,1.0,bath,6.618738983517219
1860,Entire home/apt,2,1.0,1.0,0,13.67301,100.60712,5,5.0,1.0,bath,7.1252830915107115
1861,Private room,2,1.0,1.0,100,13.7523,100.50475,5,4.4,1.0,bath,7.3777589082278725
1862,Shared room,10,1.0,10.0,0,13.7423,100.55562,0,0.0,1.0,shared bath,5.860786223465865
1863,Entire home/apt,2,1.0,1.0,100,13.72306,100.53294,4,4.75,1.0,bath,7.090076835776092
1864,Entire home/apt,4,2.0,2.0,67,13.75231,100.53578,11,4.91,2.0,bath,8.229511118964457
1865,Private room,4,1.0,1.0,0,13.76147,100.50274,2,5.0,1.0,bath,7.284134806195205
1866,Entire home/apt,2,1.0,1.0,0,13.71709,100.52305,3,3.5,1.0,bath,7.313220387090301
1867,Private room,2,1.0,1.0,100,13.75448,100.50034,61,4.74,1.0,bath,6.520621127558696
1868,Hotel room,16,1.0,1.0,97,13.75432,100.5332,150,4.72,8.0,shared bath,6.124683390894205
1869,Entire home/apt,4,2.0,2.0,100,13.73056,100.57838,33,4.82,2.0,bath,7.1284959456800365
1870,Private room,2,1.0,1.0,0,13.7937,100.57354,2,4.5,1.0,private bath,6.953684210870537
1871,Hotel room,2,1.0,2.0,0,13.76369,100.49742,12,4.5,1.0,bath,8.006367567650246
1872,Entire home/apt,6,3.0,3.0,0,13.7155,100.46562,0,0.0,2.5,bath,8.517193191416238
1873,Private room,2,1.0,1.0,0,13.71751,100.51558,11,4.45,1.0,bath,8.332308352219117
1874,Entire home/apt,2,1.0,1.0,100,13.77554,100.66047,1,5.0,1.0,bath,6.897704943128636
1875,Entire home/apt,6,3.0,3.0,100,13.77551,100.54438,125,4.86,3.0,bath,8.055157731819678
1876,Entire home/apt,2,1.0,1.0,0,13.6606,100.51641,0,0.0,1.0,bath,6.212606095751519
1877,Private room,2,1.0,1.0,0,13.73789,100.52079,1,5.0,0.0,bath,6.907755278982137
1878,Private room,2,1.0,1.0,100,13.76093,100.50241,7,5.0,1.0,private bath,7.313220387090301
1879,Shared room,1,1.0,4.0,0,13.7393,100.52245,0,0.0,1.0,shared bath,5.991464547107982
1880,Entire home/apt,4,1.0,1.0,0,13.84503,100.58344,0,0.0,2.0,bath,7.824046010856292
1881,Entire home/apt,3,1.0,1.0,0,13.70738,100.53714,8,4.88,2.0,bath,8.517193191416238
1882,Shared room,6,1.0,6.0,65,13.75284,100.53124,25,4.84,2.0,shared bath,6.214608098422191
1883,Entire home/apt,4,1.0,1.0,0,13.772075,100.577812,40,4.85,1.0,bath,6.840546529288687
1885,Entire home/apt,4,2.0,2.0,100,13.74094,100.55556,89,4.55,2.0,bath,7.6760099320288875
1886,Entire home/apt,2,1.0,2.0,100,13.78693,100.54738,23,4.91,1.0,bath,7.408530566894626
1887,Entire home/apt,4,2.0,2.0,80,13.72145,100.52504,38,4.69,2.0,bath,7.696212639346407
1888,Private room,2,1.0,1.0,0,13.6919,100.54681,1,3.0,1.0,private bath,6.897704943128636
1889,Private room,4,1.0,1.0,100,13.71912,100.49615,0,0.0,1.0,private bath,7.918264686095274
1890,Entire home/apt,2,1.0,1.0,100,13.72262,100.59649,7,5.0,1.0,bath,6.541029999189903
1891,Entire home/apt,6,3.0,6.0,33,13.8164,100.54829,0,0.0,4.0,bath,8.476371196895983
1892,Private room,6,1.0,6.0,0,13.7573,100.56268,0,0.0,1.0,bath,7.4673710669175595
1893,Private room,2,1.0,1.0,100,13.7541,100.50333,134,4.75,2.0,shared bath,6.646390514847729
1894,Entire home/apt,1,2.0,2.0,0,13.70203,100.50262,0,0.0,1.0,bath,7.313220387090301
1895,Entire home/apt,3,1.0,1.0,100,13.74025,100.54938,8,5.0,1.5,bath,7.955074273262696
1896,Private room,2,1.0,1.0,100,13.752,100.4986,17,4.76,1.0,shared bath,6.385194398997726
1898,Entire home/apt,4,2.0,2.0,0,13.71553,100.58359,19,4.5,2.0,bath,7.408530566894626
1899,Private room,5,2.0,2.0,100,13.73976,100.55097,87,4.91,2.5,bath,8.25582842728183
1900,Entire home/apt,2,1.0,1.0,95,13.67914,100.60764,102,4.78,1.0,bath,6.93537044601511
1901,Entire home/apt,3,1.0,2.0,100,13.71955,100.62205,233,4.84,1.5,bath,7.671826797878781
1903,Private room,2,1.0,1.0,100,13.72083,100.49555,2,5.0,2.0,bath,7.595889917718538
1905,Private room,2,1.0,1.0,100,13.71869,100.49502,0,0.0,1.0,bath,7.5595594960077
1906,Entire home/apt,3,1.0,1.0,100,13.72229,100.45726,54,4.89,1.0,bath,6.620073206530356
1907,Hotel room,2,1.0,2.0,0,13.71914,100.5018,22,4.9,1.0,private bath,8.18060094759445
1908,Private room,4,1.0,4.0,100,13.72071,100.49691,0,0.0,1.0,private bath,7.779048644925556
1909,Private room,2,1.0,1.0,100,13.80011,100.58521,3,5.0,1.0,bath,6.396929655216146
1910,Entire home/apt,2,1.0,1.0,0,13.74889,100.55589,0,0.0,1.0,bath,8.516192691082654
1911,Hotel room,2,1.0,1.0,0,13.71923,100.50154,5,4.6,1.0,private bath,8.18060094759445
1912,Entire home/apt,4,2.0,2.0,0,13.88022,100.61556,1,5.0,1.0,half-bath,6.784457062637643
1913,Private room,3,1.0,1.0,100,13.74089,100.54928,18,4.89,1.5,bath,7.955074273262696
1914,Entire home/apt,2,1.0,1.0,100,13.73815,100.64276,7,4.5,1.0,bath,7.313220387090301
1915,Private room,2,1.0,1.0,0,13.7191,100.50214,1,5.0,1.0,bath,7.957527402230773
1916,Private room,2,1.0,1.0,100,13.73781,100.64185,0,0.0,1.0,private bath,7.495541943884256
1919,Entire home/apt,4,1.0,3.0,0,13.75383,100.53475,98,4.61,1.5,bath,7.421775793644647
1920,Hotel room,2,1.0,1.0,0,13.71748,100.5001,0,0.0,1.0,bath,8.268731832117737
1921,Hotel room,2,1.0,1.0,0,13.71911,100.50171,0,0.0,1.0,bath,8.34283980427146
1922,Hotel room,2,1.0,1.0,0,13.71765,100.5002,0,0.0,1.0,bath,8.110427237575024
1923,Private room,2,1.0,1.0,100,13.79036,100.54737,64,4.83,1.0,bath,8.006367567650246
1925,Private room,4,1.0,1.0,0,13.76141,100.50274,0,0.0,1.0,bath,6.96979066990159
1926,Entire home/apt,4,1.0,1.0,75,13.7132,100.60016,55,4.6,1.0,bath,6.81783057145415
1927,Entire home/apt,5,3.0,3.0,0,13.69594,100.60669,0,0.0,3.0,bath,8.779557455883728
1928,Entire home/apt,4,1.0,2.0,100,13.76543,100.54477,79,4.96,1.0,bath,7.329093736246592
1929,Entire home/apt,3,1.0,1.0,0,13.72672,100.53206,98,4.93,1.0,bath,7.732807530422021
1930,Hotel room,2,1.0,1.0,58,13.75969,100.54456,51,4.25,1.0,private bath,7.31455283232408
1931,Private room,3,1.0,2.0,100,13.67411,100.53143,6,5.0,1.0,private bath,6.915723448631314
1932,Entire home/apt,5,2.0,3.0,0,13.75251,100.531,11,4.83,2.0,bath,8.332308352219117
1933,Private room,2,1.0,1.0,0,13.72469,100.58106,1,5.0,1.0,private bath,9.24753981296529
1934,Entire home/apt,2,1.0,1.0,0,13.73866,100.64287,0,0.0,1.0,bath,7.090076835776092
1935,Entire home/apt,2,1.0,1.0,0,13.75739,100.55921,0,0.0,1.0,bath,5.991464547107982
1936,Private room,1,1.0,2.0,100,13.72582,100.53393,1,5.0,1.0,bath,7.600902459542082
1937,Entire home/apt,2,1.0,1.0,100,13.79912,100.57504,43,4.74,1.0,bath,6.396929655216146
1938,Private room,2,1.0,1.0,0,13.70986,100.45215,0,0.0,1.0,bath,7.313220387090301
1939,Private room,4,2.0,2.0,100,13.7282,100.58266,0,0.0,3.0,bath,8.85366542803745
1940,Private room,3,1.0,1.0,0,13.7684,100.57079,0,0.0,1.0,bath,7.10002716662926
1941,Private room,2,1.0,1.0,0,13.67072,100.6053,0,0.0,1.0,bath,6.684611727667927
1942,Private room,3,1.0,2.0,0,13.78203,100.71209,0,0.0,1.0,bath,6.802394763324311
1943,Hotel room,2,1.0,1.0,0,13.72314,100.5783,1,5.0,2.0,shared bath,7.003065458786462
1944,Entire home/apt,4,2.0,2.0,100,13.67155,100.54356,96,4.5,1.5,bath,7.037905963447182
1945,Private room,6,1.0,6.0,65,13.75284,100.53124,10,4.8,1.0,private bath,8.160518247477505
1946,Entire home/apt,2,1.0,1.0,100,13.73554,100.58176,105,4.81,1.0,bath,7.336936913707618
1947,Private room,4,1.0,3.0,90,13.80415,100.56751,165,4.72,1.0,private bath,6.459904454377535
1948,Entire home/apt,3,2.0,2.0,0,13.80133,100.57427,6,4.6,1.0,bath,6.956545443151569
1949,Entire home/apt,7,2.0,6.0,100,13.76554,100.54508,11,4.91,2.0,bath,7.8351837552667485
1950,Entire home/apt,6,3.0,2.0,0,13.85563,100.64908,0,0.0,2.0,bath,7.824046010856292
1951,Shared room,16,1.0,16.0,29,13.71966,100.49491,17,4.82,4.0,shared bath,5.857933154483459
1952,Private room,2,1.0,1.0,100,13.7045,100.47855,0,0.0,1.0,shared bath,6.173786103901937
1953,Entire home/apt,2,1.0,1.0,100,13.80315,100.58718,90,4.71,1.0,bath,6.763884908562435
1954,Entire home/apt,6,1.0,2.0,0,13.73552,100.5606,0,0.0,2.0,bath,8.517193191416238
1955,Private room,4,2.0,1.0,0,13.73888,100.53958,1,0.0,2.0,bath,8.612503371220562
1956,Entire home/apt,6,3.0,4.0,100,13.7248,100.53024,236,4.68,2.5,bath,8.289790583181643
1957,Private room,2,1.0,1.0,0,13.71994,100.59121,1,4.0,1.0,bath,7.600902459542082
1958,Private room,2,1.0,1.0,0,13.71754,100.54836,0,0.0,1.0,bath,7.090076835776092
1960,Shared room,8,1.0,8.0,0,13.75408,100.5032,0,0.0,2.0,shared bath,6.214608098422191
1961,Entire home/apt,5,2.0,2.0,100,13.67639,100.51948,64,4.92,2.0,bath,7.377133712833954
1962,Shared room,8,1.0,8.0,0,13.75233,100.5041,2,4.5,2.0,shared bath,6.1092475827643655
1963,Private room,2,1.0,1.0,0,13.69471,100.61177,3,5.0,1.5,bath,6.802394763324311
1964,Entire home/apt,5,2.0,4.0,0,13.80322,100.57168,8,5.0,2.0,bath,7.358830898342354
1965,Entire home/apt,8,3.0,5.0,100,13.72408,100.54417,101,4.76,3.0,bath,9.032409163483521
1966,Entire home/apt,3,1.0,1.0,0,13.75207,100.56157,0,0.0,1.0,bath,7.803843303538772
1967,Private room,2,1.0,1.0,0,13.72566,100.56416,2,4.5,1.0,private bath,6.745236349484363
1968,Private room,3,1.0,1.0,0,13.78883,100.57286,11,4.27,1.0,bath,7.930565854233965
1969,Private room,3,1.0,1.0,50,13.73591,100.4725,3,4.5,1.0,private bath,6.214608098422191
1970,Entire home/apt,2,1.0,1.0,100,13.72269,100.5048,17,4.88,1.0,bath,7.495541943884256
1971,Entire home/apt,6,3.0,4.0,100,13.72549,100.53081,126,4.77,2.5,bath,8.289790583181643
1972,Hotel room,2,1.0,1.0,58,13.75817,100.54469,105,4.38,1.0,private bath,7.307202314764738
1973,Entire home/apt,4,2.0,2.0,100,13.726437,100.586845,56,4.86,1.0,bath,7.436617265234227
1974,Entire home/apt,4,1.0,1.0,80,13.7185,100.51586,62,4.77,1.5,bath,7.090076835776092
1975,Entire home/apt,2,1.0,1.0,0,13.68796,100.63463,0,0.0,1.0,bath,6.946013991099227
1977,Private room,2,1.0,1.0,0,13.72906,100.45373,0,0.0,1.0,bath,6.684611727667927
1978,Entire home/apt,2,1.0,1.0,0,13.71617,100.59185,257,4.53,1.0,bath,8.371242135931933
1979,Entire home/apt,4,1.0,2.0,100,13.71656,100.51727,43,4.98,1.5,bath,8.006367567650246
1980,Entire home/apt,2,1.0,1.0,100,13.66506,100.60478,20,4.9,1.0,bath,5.8664680569332965
1981,Shared room,1,1.0,5.0,0,13.72622,100.52859,2,0.0,1.0,shared bath,5.991464547107982
1982,Private room,2,1.0,1.0,100,13.7213,100.60341,0,0.0,1.0,private bath,7.003065458786462
1984,Private room,2,1.0,1.0,0,13.78868,100.49309,0,0.0,1.0,bath,6.727431724850855
1985,Private room,2,1.0,1.0,0,13.92645,100.56924,2,3.0,2.0,shared bath,6.366470447731438
1986,Entire home/apt,2,1.0,2.0,0,13.84035,100.54986,0,0.0,1.0,bath,7.4570320891223805
1987,Entire home/apt,2,1.0,1.0,100,13.7373,100.64232,20,4.84,1.0,bath,7.003065458786462
1988,Private room,2,1.0,1.0,0,13.7368,100.55054,12,4.67,1.0,private bath,7.313220387090301
1989,Entire home/apt,4,1.0,1.0,100,13.67585,100.5352,1,5.0,1.0,bath,6.946013991099227
